	ECAH1	ECAH2	ECAH3	ECAH4	ECAH5	ECAH6	ECG1	ECG2	ECG3	ECG4	ECG5	ECG6	ORAPG1	ORAPG2	ORAPG3	ORAPG4	ORAPG5	ORAPG6
Pocillopora_acuta_HIv2___TS.g17326.t2	204	173	133	390	199	260	192	185	151	143	190	134	147	142	146	95	114	56
Pocillopora_acuta_HIv2___TS.g17329.t1	1056	894	834	1175	656	877	976	735	899	649	752	424	804	836	755	620	780	324
Pocillopora_acuta_HIv2___TS.g17331.t1	23	16	17	5	7	7	2	10	9	4	2	2	1	3	6	4	0	2
Pocillopora_acuta_HIv2___TS.g17333.t2	40	24	33	74	27	47	35	32	48	30	31	22	30	40	36	31	36	20
Pocillopora_acuta_HIv2___TS.g17339.t1	13	12	10	11	9	12	10	8	6	5	5	5	18	15	13	17	20	7
Pocillopora_acuta_HIv2___TS.g17342.t1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17343.t2	7	7	9	22	5	9	17	13	11	6	8	9	16	6	6	15	16	9
Pocillopora_acuta_HIv2___TS.g17344.t1	22	34	22	21	24	17	32	27	29	25	24	29	31	22	25	9	21	12
Pocillopora_acuta_HIv2___TS.g17347.t1	6	7	6	8	5	10	12	12	8	7	7	9	3	13	8	11	14	3
Pocillopora_acuta_HIv2___TS.g17349.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___TS.g17353.t1	2	0	0	0	2	1	37	34	2	5	1	1	2	1	0	1	0	0
Pocillopora_acuta_HIv2___TS.g17357.t1	1	1	3	3	2	1	2	0	1	0	1	0	1	0	0	4	3	0
Pocillopora_acuta_HIv2___TS.g17358.t1	5	6	4	14	18	2	1	2	1	0	0	0	0	0	0	0	4	0
Pocillopora_acuta_HIv2___TS.g17359.t3	48	43	39	131	69	56	46	25	41	24	27	17	24	17	25	23	34	20
Pocillopora_acuta_HIv2___TS.g17363.t1	2	5	1	5	3	1	0	5	4	2	1	3	2	5	5	0	0	2
Pocillopora_acuta_HIv2___TS.g17378.t2	17	5	8	18	2	10	13	16	7	8	7	6	11	14	4	11	11	4
Pocillopora_acuta_HIv2___TS.g17383.t1	2	0	1	2	0	1	2	2	2	0	2	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17389.t1	11	14	8	9	4	9	3	5	1	0	0	0	1	1	0	1	1	0
Pocillopora_acuta_HIv2___TS.g17391.t1	14	15	6	14	5	7	10	17	7	6	5	1	11	10	11	32	11	15
Pocillopora_acuta_HIv2___TS.g17392.t1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1
Pocillopora_acuta_HIv2___TS.g17398.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17404.t1	2	5	6	11	4	3	16	17	14	12	12	6	11	13	18	9	6	3
Pocillopora_acuta_HIv2___TS.g17406.t1	2	2	0	3	1	4	6	1	6	3	4	4	5	3	2	3	4	4
Pocillopora_acuta_HIv2___TS.g17408.t1	6	3	6	10	3	3	21	15	40	18	16	12	14	16	26	17	21	8
Pocillopora_acuta_HIv2___TS.g17409.t1	12	6	12	5	6	3	10	11	14	18	12	15	21	14	11	18	16	12
Pocillopora_acuta_HIv2___TS.g17415.t1	7	13	5	15	5	4	11	5	8	7	10	1	4	6	4	8	4	2
Pocillopora_acuta_HIv2___TS.g17416.t1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___TS.g17417.t1	22	17	23	25	19	15	25	30	19	25	22	19	20	24	16	25	24	21
Pocillopora_acuta_HIv2___TS.g1742.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17421.t1	52	41	48	47	25	67	40	45	71	21	31	16	20	30	37	38	40	14
Pocillopora_acuta_HIv2___TS.g17423.t1	73	39	43	62	39	62	59	42	58	44	43	29	48	51	40	112	72	43
Pocillopora_acuta_HIv2___TS.g17424.t1	1	3	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1743.t1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1743.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17433.t1	13	18	13	20	16	32	15	14	21	24	17	24	17	12	18	23	36	15
Pocillopora_acuta_HIv2___TS.g17455.t1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	18	6	6
Pocillopora_acuta_HIv2___TS.g17456.t1	101	77	79	102	84	81	90	83	101	73	75	54	64	63	81	151	94	81
Pocillopora_acuta_HIv2___TS.g17458.t1	66	43	46	90	41	48	26	40	40	55	50	38	42	27	42	28	52	18
Pocillopora_acuta_HIv2___TS.g17461.t1	79	41	67	113	63	62	64	64	73	30	40	30	44	54	68	56	58	24
Pocillopora_acuta_HIv2___TS.g17470.t1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	2	0	1
Pocillopora_acuta_HIv2___TS.g17477.t1	21	4	4	1	2	1	4	6	7	0	2	0	5	17	17	0	5	2
Pocillopora_acuta_HIv2___TS.g17485.t2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17493.t2	20	15	27	28	22	17	38	29	32	23	25	12	11	23	20	9	4	3
Pocillopora_acuta_HIv2___TS.g17494.t1	2	6	2	6	5	6	1	1	4	1	1	1	2	2	8	5	8	2
Pocillopora_acuta_HIv2___TS.g175.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17513.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17517.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17519.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17522.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17524.t1a	1	1	1	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17524.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17526.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17529.t1	0	1	1	2	1	0	2	4	4	0	1	3	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17541.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17548.t1	4	0	1	9	7	3	3	2	3	27	45	27	5	15	9	35	47	13
Pocillopora_acuta_HIv2___TS.g1755.t1	3	2	3	4	2	0	0	2	0	1	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17552.t1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17553.t2	36	24	17	48	33	31	22	28	16	25	20	23	27	22	13	19	22	14
Pocillopora_acuta_HIv2___TS.g17557.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17560.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17562.t2	54	43	34	52	30	37	38	40	47	15	14	18	30	42	51	64	52	35
Pocillopora_acuta_HIv2___TS.g17564.t1	3	4	1	5	3	2	2	3	1	2	2	2	3	4	2	1	4	3
Pocillopora_acuta_HIv2___TS.g17566.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17568.t1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17570.t1a	13	11	12	20	6	11	14	5	6	4	7	11	4	3	7	4	6	0
Pocillopora_acuta_HIv2___TS.g17570.t1b	6	3	7	8	3	5	2	5	6	3	3	7	9	3	8	15	9	8
Pocillopora_acuta_HIv2___TS.g1758.t2	72	76	59	80	56	51	24	21	28	2	2	4	8	4	8	0	0	1
Pocillopora_acuta_HIv2___TS.g17583.t2	5	4	4	7	0	9	4	3	4	3	1	0	0	0	3	2	4	3
Pocillopora_acuta_HIv2___TS.g17585.t2a	0	0	1	0	1	0	0	0	0	2	1	0	0	0	1	0	1	1
Pocillopora_acuta_HIv2___TS.g17585.t2b	14	11	9	29	12	16	10	12	14	6	9	3	6	11	6	1	3	0
Pocillopora_acuta_HIv2___TS.g17587.t1	7	4	4	5	6	5	5	5	7	2	2	1	3	1	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1759.t1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17595.t2	19	7	14	19	11	20	10	13	13	10	7	7	20	12	23	6	14	1
Pocillopora_acuta_HIv2___TS.g17600.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17604.t3	113	41	52	115	68	77	84	74	82	50	64	46	41	53	50	47	47	25
Pocillopora_acuta_HIv2___TS.g17606.t1	36	37	35	54	24	30	32	13	22	16	23	6	19	13	27	9	19	11
Pocillopora_acuta_HIv2___TS.g17614.t3	6	7	3	7	0	5	8	9	11	4	2	0	2	3	8	10	2	2
Pocillopora_acuta_HIv2___TS.g17618.t2	664	483	472	1008	561	662	444	404	437	424	488	301	358	395	450	609	552	389
Pocillopora_acuta_HIv2___TS.g17623.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17626.t1	10	13	8	15	10	9	3	8	9	3	4	1	10	8	8	20	9	7
Pocillopora_acuta_HIv2___TS.g17630.t1	73	75	61	92	56	71	76	51	78	40	45	31	43	54	64	53	47	19
Pocillopora_acuta_HIv2___TS.g17632.t1	23	16	21	31	10	11	10	11	9	12	5	9	12	11	12	6	18	5
Pocillopora_acuta_HIv2___TS.g17636.t1	2	6	4	7	1	4	3	2	2	0	3	0	12	11	11	7	23	12
Pocillopora_acuta_HIv2___TS.g17638.t1	5	0	2	5	1	1	12	8	11	3	8	6	5	7	7	8	4	1
Pocillopora_acuta_HIv2___TS.g17646.t1	129	119	114	102	108	103	84	90	85	75	61	42	88	86	86	56	86	35
Pocillopora_acuta_HIv2___TS.g17647.t1	77	73	62	96	61	81	82	68	84	61	63	44	52	56	69	83	68	45
Pocillopora_acuta_HIv2___TS.g1765.t1	22	12	14	6	5	7	16	22	15	6	0	3	17	32	21	3	3	4
Pocillopora_acuta_HIv2___TS.g17654.t1	4	1	0	3	2	5	1	1	1	0	0	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___TS.g17659.t1	8	5	6	10	5	9	18	7	19	3	3	1	0	0	0	1	0	1
Pocillopora_acuta_HIv2___TS.g1766.t1	18	20	8	5	1	3	6	5	9	0	1	0	5	12	9	1	1	0
Pocillopora_acuta_HIv2___TS.g17663.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17665.t1	13	5	5	12	9	9	7	5	7	4	10	2	7	3	3	12	5	7
Pocillopora_acuta_HIv2___TS.g17667.t1	15	4	9	3	6	1	1	1	1	2	4	3	0	2	3	0	0	0
Pocillopora_acuta_HIv2___TS.g17668.t1	20	29	26	25	28	36	38	24	33	26	41	23	7	12	12	19	11	15
Pocillopora_acuta_HIv2___TS.g17672.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17677.t1	4	1	1	2	5	1	4	0	3	1	2	1	7	3	0	3	6	2
Pocillopora_acuta_HIv2___TS.g1768.t1	2	1	3	1	0	2	2	0	0	0	1	0	2	2	3	1	2	2
Pocillopora_acuta_HIv2___TS.g17691.t1	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	1	0	0
Pocillopora_acuta_HIv2___TS.g17694.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17699.t2	6	3	2	11	7	7	2	4	3	2	2	1	4	1	2	1	2	0
Pocillopora_acuta_HIv2___TS.g177.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17700.t1	0	1	1	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0
Pocillopora_acuta_HIv2___TS.g17707.t1	7	3	8	7	4	5	8	1	8	3	4	0	1	5	4	4	2	0
Pocillopora_acuta_HIv2___TS.g1771.t1	3	2	0	0	0	2	1	3	2	2	0	1	2	1	2	2	1	2
Pocillopora_acuta_HIv2___TS.g17711.t1	51	39	44	46	18	24	50	40	42	23	19	26	32	26	26	13	19	7
Pocillopora_acuta_HIv2___TS.g17718.t3	171	92	71	133	93	108	111	112	117	79	105	70	63	56	74	62	42	35
Pocillopora_acuta_HIv2___TS.g17728.t1	6	3	6	8	4	8	3	5	3	6	4	3	5	3	9	2	1	2
Pocillopora_acuta_HIv2___TS.g1773.t1	6	3	3	4	3	1	1	4	3	2	0	1	3	3	3	0	2	0
Pocillopora_acuta_HIv2___TS.g17732.t1	1	0	0	1	0	1	1	1	2	2	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17734.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1774.t1	119	114	90	126	63	95	87	82	131	65	79	51	76	98	94	114	112	66
Pocillopora_acuta_HIv2___TS.g17756.t1	56	27	34	16	27	39	13	23	28	49	33	30	36	33	17	11	22	22
Pocillopora_acuta_HIv2___TS.g17757.t1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17764.t1	0	1	2	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17766.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17771.t1	62	53	49	83	46	63	51	53	63	20	36	20	24	30	36	25	31	14
Pocillopora_acuta_HIv2___TS.g17775.t2	0	1	0	0	1	0	2	0	0	0	1	1	0	1	0	2	2	1
Pocillopora_acuta_HIv2___TS.g17781.t1	1	3	4	3	3	3	3	1	4	2	0	1	2	0	2	4	5	1
Pocillopora_acuta_HIv2___TS.g17785.t1	263	193	160	314	204	247	210	174	220	216	208	161	182	172	181	409	314	221
Pocillopora_acuta_HIv2___TS.g17789.t1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	1	0
Pocillopora_acuta_HIv2___TS.g17807.t1	5	5	3	7	2	0	7	3	3	0	1	3	1	2	5	1	3	0
Pocillopora_acuta_HIv2___TS.g1781.t1a	5	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1781.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1781.t1c	6	4	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0
Pocillopora_acuta_HIv2___TS.g17812.t1	21	16	16	31	16	29	18	10	16	5	2	2	19	40	27	43	32	16
Pocillopora_acuta_HIv2___TS.g17814.t1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17819.t1	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	1	0	0
Pocillopora_acuta_HIv2___TS.g17822.t1	12	5	12	6	8	12	13	5	6	19	13	15	2	7	13	18	22	16
Pocillopora_acuta_HIv2___TS.g17823.t1	3	5	6	16	11	7	6	8	3	13	13	10	8	6	9	18	23	6
Pocillopora_acuta_HIv2___TS.g17825.t1	1	1	1	2	0	1	1	0	1	2	0	0	2	2	0	0	1	0
Pocillopora_acuta_HIv2___TS.g17826.t1	5	2	0	1	2	1	2	3	0	1	4	3	1	2	0	6	8	2
Pocillopora_acuta_HIv2___TS.g17830.t1	15	10	6	17	10	16	20	16	23	24	37	31	32	14	15	132	54	66
Pocillopora_acuta_HIv2___TS.g17844.t1	6	4	2	8	6	2	4	6	4	2	1	4	3	1	1	5	4	2
Pocillopora_acuta_HIv2___TS.g17847.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17849.t1	108	69	69	145	80	85	101	87	101	74	84	50	82	99	95	111	89	64
Pocillopora_acuta_HIv2___TS.g1785.t1	7	5	11	14	10	5	10	4	16	5	7	4	7	12	9	12	6	7
Pocillopora_acuta_HIv2___TS.g17851.t1	6	3	9	2	4	3	11	16	5	8	6	4	11	6	4	6	5	2
Pocillopora_acuta_HIv2___TS.g17852.t1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17854.t1	0	0	0	0	0	0	4	4	3	1	1	1	3	2	1	0	0	0
Pocillopora_acuta_HIv2___TS.g17855.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17858.t1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	4	1	0
Pocillopora_acuta_HIv2___TS.g17863.t1	2	0	2	2	1	3	3	7	3	9	4	2	6	3	2	3	5	0
Pocillopora_acuta_HIv2___TS.g17864.t1	7	5	6	10	6	11	0	1	4	1	1	5	2	3	4	3	4	1
Pocillopora_acuta_HIv2___TS.g17866.t1	243	197	190	351	223	244	223	207	178	207	233	175	254	289	316	513	492	251
Pocillopora_acuta_HIv2___TS.g17868.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17872.t1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2
Pocillopora_acuta_HIv2___TS.g17873.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17874.t2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1788.t1	84	48	45	35	28	49	67	65	65	44	33	22	36	39	38	4	7	3
Pocillopora_acuta_HIv2___TS.g17882.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___TS.g17883.t1	0	0	1	0	0	0	0	2	4	0	0	1	0	0	0	1	0	0
Pocillopora_acuta_HIv2___TS.g17884.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0
Pocillopora_acuta_HIv2___TS.g17887.t2	119	101	91	125	81	114	157	151	122	139	165	110	93	69	89	100	91	40
Pocillopora_acuta_HIv2___TS.g17888.t2	17	8	11	21	16	12	10	5	12	7	5	3	10	14	10	10	6	1
Pocillopora_acuta_HIv2___TS.g17893.t1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
Pocillopora_acuta_HIv2___TS.g17895.t1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g179.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
Pocillopora_acuta_HIv2___TS.g17907.t1	82	48	58	135	72	93	47	56	62	30	43	20	45	56	51	42	48	20
Pocillopora_acuta_HIv2___TS.g17908.t1	38	17	23	41	22	29	23	23	22	13	18	10	21	22	26	33	25	10
Pocillopora_acuta_HIv2___TS.g17911.t1	23	23	13	40	12	26	36	25	35	25	22	19	18	22	19	19	26	13
Pocillopora_acuta_HIv2___TS.g17915.t1	19	15	21	37	13	26	59	31	52	36	39	21	39	34	54	72	82	55
Pocillopora_acuta_HIv2___TS.g17919.t1	14	6	6	14	14	19	10	4	6	3	7	4	11	10	14	21	18	6
Pocillopora_acuta_HIv2___TS.g17920.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17927.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17929.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	1
Pocillopora_acuta_HIv2___TS.g17930.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17931.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17932.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17933.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17934.t1	12	5	6	10	5	5	4	3	2	3	4	2	8	11	15	9	12	5
Pocillopora_acuta_HIv2___TS.g17942.t1	1	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17948.t1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1795.t1	4	3	3	3	3	3	3	6	1	2	3	0	2	5	2	4	2	2
Pocillopora_acuta_HIv2___TS.g17952.t1	4	4	8	5	5	2	2	1	1	1	1	0	2	7	3	4	5	1
Pocillopora_acuta_HIv2___TS.g17954.t1a	206	132	103	171	103	145	304	256	309	180	179	139	141	136	158	113	127	67
Pocillopora_acuta_HIv2___TS.g17954.t1b	16	20	10	17	11	8	11	14	21	6	9	4	4	6	11	7	4	3
Pocillopora_acuta_HIv2___TS.g17956.t1	26	19	16	34	13	24	28	20	24	16	12	26	20	21	30	17	17	5
Pocillopora_acuta_HIv2___TS.g1797.t1	8	7	7	19	4	13	12	7	11	7	6	5	3	12	10	10	10	7
Pocillopora_acuta_HIv2___TS.g17970.t1	9	4	8	7	5	3	1	5	11	0	1	1	1	2	2	0	0	0
Pocillopora_acuta_HIv2___TS.g17972.t1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17978.t1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17990.t1	3	0	1	1	0	1	3	1	0	0	0	1	1	0	1	2	0	0
Pocillopora_acuta_HIv2___TS.g17993.t1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17996.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18002.t1	68	47	54	97	60	65	109	70	106	65	58	50	41	48	69	48	50	29
Pocillopora_acuta_HIv2___TS.g18003.t1a	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18016.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18017.t1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___TS.g18029.t1	4	3	4	4	1	0	1	4	3	0	0	1	2	3	7	0	2	1
Pocillopora_acuta_HIv2___TS.g1803.t1	12	17	10	16	6	9	4	6	6	3	4	1	7	5	5	9	5	8
Pocillopora_acuta_HIv2___TS.g18030.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18033.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18035.t1	1	1	1	1	0	1	0	1	1	0	0	2	0	0	2	2	0	0
Pocillopora_acuta_HIv2___TS.g18039.t1	83	62	59	113	81	88	67	61	69	85	94	56	40	65	51	38	56	14
Pocillopora_acuta_HIv2___TS.g18041.t1	14	10	1	6	0	4	1	1	5	0	0	0	7	2	1	3	6	1
Pocillopora_acuta_HIv2___TS.g18042.t1	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___TS.g18044.t1	16	7	8	21	14	23	1	1	1	1	3	2	1	2	1	0	3	2
Pocillopora_acuta_HIv2___TS.g18047.t1	19	9	17	35	15	26	10	10	18	9	14	3	6	4	5	9	9	4
Pocillopora_acuta_HIv2___TS.g18053.t1	5	9	7	4	1	2	2	1	4	3	3	2	10	9	4	8	4	2
Pocillopora_acuta_HIv2___TS.g18054.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18055.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18068.t1	4	5	4	9	8	7	10	7	3	7	6	6	1	1	1	1	3	1
Pocillopora_acuta_HIv2___TS.g18071.t1a	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0
Pocillopora_acuta_HIv2___TS.g18071.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___TS.g18073.t1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18074.t1	18	16	15	27	15	6	4	3	7	3	0	1	3	3	2	2	3	0
Pocillopora_acuta_HIv2___TS.g18081.t1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18082.t1	4	3	2	2	3	0	0	0	0	0	1	2	0	0	0	0	1	2
Pocillopora_acuta_HIv2___TS.g18085.t2	0	3	0	0	3	0	1	0	1	0	0	0	1	0	0	0	0	1
Pocillopora_acuta_HIv2___TS.g18090.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18091.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18097.t2	29	14	30	47	27	30	36	23	33	22	22	13	34	41	38	120	82	53
Pocillopora_acuta_HIv2___TS.g18100.t1	53	24	39	104	57	108	14	28	25	2	0	0	20	36	43	3	5	3
Pocillopora_acuta_HIv2___TS.g18103.t1	8	1	8	19	13	12	14	10	16	25	16	11	25	29	29	26	29	31
Pocillopora_acuta_HIv2___TS.g18104.t1	15	7	25	48	32	35	7	4	4	0	0	0	10	8	15	18	9	29
Pocillopora_acuta_HIv2___TS.g18105.t1	0	1	0	6	2	3	1	4	1	5	5	7	6	11	4	5	10	2
Pocillopora_acuta_HIv2___TS.g18106.t1	16	6	10	18	7	10	6	12	5	3	4	8	15	18	12	14	15	7
Pocillopora_acuta_HIv2___TS.g18107.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g18115.t4	298	210	218	300	197	198	210	191	222	173	155	144	152	176	206	203	153	119
Pocillopora_acuta_HIv2___TS.g18117.t2a	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	2
Pocillopora_acuta_HIv2___TS.g18117.t2b	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0
Pocillopora_acuta_HIv2___TS.g18117.t2c	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
Pocillopora_acuta_HIv2___TS.g18118.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
